CustomerID,Churn,Age,Gender,Region,Education,CustomerSegment,ContractLength,ContractStartDate,PlanType,TenureMonths,MonthlyValue,PaymentMethod,PaymentDelinquencyStatus,IncomeTier,AutoPay
2790,1,49.0,Female,West,Ph.D.,Bronze,Two year,2024-11-21,Basic,30.0,152.46,BankTransfer,Current,Low,No
43481,0,26.0,Male,Central,diploma,Bronze,3-Year,2023-10-02,Basic,70.0,30.4,Credit Card,Current,Low,Yes
14785,1,26.0,Male,East,Diploma,Silver,3-Year,2024-12-09,Basic,29.0,153.92,Bank Transfer,90+,Medium,Yes
16116,0,35.0,Male,South,Masters,Bronze,3-Year,2023-03-10,Basic,90.0,121.33,cash,Current,Very High,No
41310,1,66.0,Male,Central,Diploma,Bronze,3-Year,2023-09-26,Premium,71.0,103.17,cash,60+,Low,Yes
33059,1,58.0,Male,North,High-School,Platinum,Two year,2024-07-04,Basic,44.0,73.15,Credit Card,Current,High,No
25020,0,43.0,Female,East,Bachelors,Gold,Two year,2022-07-15,Premium,112.0,$34.94,PayPal,Current,Low,Yes
11723,0,40.0, Female ,Central,DIPLOMA,Diamond ,Two year,2024-05-31,Standard,47.0,47.31,Crypto,Current,High  ,No
19035,0,32.0,Male,South,High School,Gold,One year,2022-11-08,Basic,101.0,140.92,PayPal,Current,Very High,No
49500,0,48.0, Female,East,Diploma,Silver,2 year,2025-01-13,Basic,25.0,144.45,Electronic Check,Current,High,No
43820,0,57.0,Female,West,High School,Silver,Month-to-month,2025-05-16,Ultra,13.0,48.61,Credit Card,60+,Very High,No
43362,0,34.0,Male,West,High School,Gold,3-Year,2024-07-11,Basic,43.0,185.73,Bank Transfer,Current,Very High,No
45141,1,69.0,Female,East,Masters,Gold,One year,2025-03-28,Ultra,18.0,152.23,Bank Transfer,90+,Medium,No
38157,1,71.0,Female,South,diploma,Silver,3-Year,2022-11-03,Basic,102.0,105.165,Crypto,30+,Low,Yes
12546,0,55.0,Female,East,High School,Silver,Two year,2024-01-30,Ultra,59.0,51.53,,Current,Low,Yes
16539,0,49.0,F,North,High School,Bronze,Month-to-month,2023-08-08,STANDARD,75.0,105.165,Credit Card,Current,High,Yes
700,1,20.0, Female,South,Dip,Silver,Month-to-month,2024-11-16,Premium,31.0,160.57,Electronic Check,120+,Low,Yes
22449,1,43.0,Male,East,Bachelors,Bronze,3-Year,2022-08-18,Standard,110.0,24.77,Electronic Check,Current,Low,No
35898,0,39.0,Female ,South,Bachelors,Silver,Month-to-month,2023-08-20,Basic,74.0,82.55,Crypto,Current,High,Yes
6922,0,49.0,Male,South,Diploma,Silver,Two year,2023-03-23,Basic,89.0,128.15,cash,Current,Medium,Yes
11600,0,57.0,Male,West,PhD,Bronze,3-Year,2024-06-14,Premium,45.0,13.71,,Current,Medium,Y
19508,0,32.0,Male,East,Bachelors,Bronze,Month to month,2023-07-26,STANDARD,76.0,123.05,PayPal,Current,Very High,YES
8565,0,63.0,Female,West,phd,Silver,Two year,2023-05-25,Basic,82.0,188.08,cash,Current,Low,No
6770,0,72.0,Female,West,Masters,Platinum,3-Year,2024-03-09,Basic,55.0,23.28,Mailed Check,Current,High,No
9863,0,43.0,Female,North ,Masters,Diamond,Two year,2023-04-15,STANDARD,87.0,81.71,Mailed Check,Current,Medium,No
4714,0,26.0,Female,North,Bachelors,Silver,3-Year,2024-05-03,BASIC,49.0, 11.58 ,cash,Current,High,No
18103,0,42.0,Female,Central,Diploma,Silver,Month-to-month,2023-01-16,STANDARD,95.0,$100.68,,Current,High,Yes
29447,0,78.0,Male,South,Bachelors,Gold,Monthly,2023-06-03,Ultra,81.0,147.57,Mailed Check,Current,Very High,0
15844,0,43.0,Male,South,High School,Gold,3-Year,2024-06-24,Ultra,4400.0,98.9,CC,Current,High,Yes
9160,1,39.0,Male,West,PhD,Bronze,Two year,2023-12-31,premium,61.0,153.43,cash,60+,High,Yes
40278,0,,Female,Central,Masters,Gold,3-Year,2024-06-23,Basic,45.0,40.33,PayPal,Current,Low,N
19221,0,39.0,Male,Central,Masters,Bronze,Monthly,2023-08-24,Premium,74.0,85.76,cash,Current,High,True
24703,0,25.0,Female,Central,High School,Bronze,Monthly,2023-02-21,Ultra,91.0, 105.165 ,Mailed Check,60+,Low,Yes
38658,0,75.0,Male,South,Diploma,Silver,Month-to-month,2022-06-12,Basic,116.0,20.52,credit card,Current,High,No
48809,1,49.0,Male,,Bachelors,Gold,Month-to-month,2022-07-15,Premium,113.0,169.14,Pay Pal,30+,High,Yes
28780,0,76.0,Female,Central,Diploma,Gold,3 year,2024-02-25,Standard,56.0,11.79,cash,Current,Very High,No
10455,0,71.0,Female,West,Diploma,Silver,3 year,2023-05-24,Basic,82.0,59.62,Crypto,Current,Very High,False
21925,0,,Female,West,Diploma,Bronze,One year,2024-05-17,Basic,48.0,117.26,Mailed Check,Current,High,Yes
15624,1,39.0,Male,North,High School,Silver,Two year,2023-03-17,STANDARD,89.0,179.71,Credit Card,Current,High,Yes
23240,1,56.0,Male,West,Diploma,Silver,3-Year,2025-05-05,Basic,15.0,67.02,cash,30+,High,Yes
29677,0,60.0,female,East,Bachelors,Gold,Month-to-month,2024-07-09,Ultra,43.0,0.08463,Mailed Check,Current,High,Yes
42164,0,54.0,Female,South,Bachelors,Bronze,One year,2022-07-25,Ultra,111.0,198.2,cash,Current,Low,Yes
23974,0,49.0,Female,South,High School,Gold,One year,2025-05-04,Standard,15.0,35.39,Mailed Check,Current,Very High,No
29495,0,78.0,Female,North  ,Diploma,Platinum,1 year,2024-10-23,Ultra,33.0,153.88,Electronic Check,Current,Low,Yes
15668,0,34.0,FEMALE,Central,Masters,Bronze,One year,2023-09-27,Premium,70.0,105.165,PayPal,Current,Low,Yes
7518,0,62.0,Female,East,Bachelors,Silver,Month-to-month,2024-03-14,Basic,54.0,49.37,Bank Transfer,Current,Medium,Yes
19493,1,79.0,Female,Central,PhD,Platinum,Month to month,2024-05-17,STANDARD,48.0,172.49,Crypto,Current,Low,Yes
45419,0,47.0,Female,West,Diploma,Platinum,One year,2023-12-02,Basic,64.0,64.96,PayPal,Current,Medium,No
46227,1,18.0,Male,North,Diploma,Diamond,1 year,2022-11-25,Ultra Plan,100.0,141.64,Mailed Check,Current,High,No
23072,0,59.0,Female,South,Diploma,Bronze,Month-to-month,2024-02-29,Premium,56.0,63.35,cash,Current,Low,Yes
28548,0,20.0,Male,East,Diploma,Gold,One year,2025-01-10,STANDARD,25.0,160.67,Credit Card,Current,Low,No
38491,0,62.0,Male,Central,Masters,Silver,one year,2025-05-26,Standard,12.0,79.32,Crypto,Current,Medium,No
37629,1,20.0,Male ,East,PhD,Silver,Month-to-month,2024-05-14,Premium,48.0,123.81,,Current,Low,Yes
627,0,72.0,Male,North,Bachelors,Gold,3-Year,2024-09-26,Premium,35.0,163.08,cash,Current,Low,No
19438,0,29.0,Female,East,Diploma,Bronze,Two year,2025-03-28,Standard,18.0,86.15,Bank Transfer,Current,Low,Yes
44776,0,28.0,Male,South,Bachelors,Platinum,One year,2022-12-25,Ultra,97.0,167.02,Bank Transfer,Current,High,No
16185,1,49.0,Female,Central,High School,Silver,Month-to-month,2024-09-17,Basic,36.0,67.0,Electronic Check,60+,High,Yes
4585,0,43.0,Male,East,PhD,Gold,Month-to-month,2024-10-10,Ultra,34.0,182.49,cash,Current,High,Yes
7362,0,45.0,Female,South,Masters,Silver,36 months,2022-05-27,Basic,117.0,139.85,cash,30+,Low,No
19141,1,30.0,Male,East,Bachelors,Bronze,two year,2025-07-07,Basic,,174.65,Mailed Check,Current,Medium,No
1531,1,35.0,Female,West,High School,Silver,Month-to-month,2024-05-24,STANDARD,47.0,105.165,Credit Card,90+,High,No
20229,0,39.0,Female,South, Bachelors,Silver,Month-to-month,2025-07-13,Ultra,8.0,159.08,Credit Card,Current,Low,Yes
22573,0,49.0,M,North,Diploma,Silver,Month-to-month,2024-04-30,STANDARD,50.0,45.72,PayPal,Current,Low,Yes
35929,1,18.0,Female,West,Diploma,Gold,Month-to-month,2023-07-27,STANDARD,77.0,123.45,PayPal,Current,Medium,No
12186,0,49.0,Male,West,PhD,Silver,One year,2024-04-27,ULTRA,50.0,196.38,Pay Pal,Current,Very High,No
5536,1,37.0,MALE,Central,Masters,Bronze,Two year,2023-02-22,Standard,92.0,33.88,Crypto,Current,Very High,No
38319,0,38.0,Female,West,Diploma,Silver,Month-to-month,2024-02-26,Basic,56.0,59.83,Mailed Check,30+,Low,Yes
48814,0,62.0, Female ,Central,High School,Bronze  ,One year,2024-06-09,Standard,46.0,129.11,Credit Card,Current,Medium  ,Yes
30329,0,36.0,Male,South,Diploma,Bronze,36 months,2024-01-18,Premium,60.0,30.25,cash,Current,High,No
28019,0,40.0,Male,Central,Bachelors,Silver,Month-to-month,2023-03-17,Basic,890.0,114.27,Credit Card,30+,Low,Yes
38101,0,49.0,Female,East,High School,Gold,2 year,2022-09-18,Basic,107.0,105.165,Electronic Check,Current,Low,Yes
11133,0,66.0,Male,North,High School,Diamond,3-Year,2023-07-18,STANDARD,78.0,120.88,Mailed Check,Current,Low,Yes
218,1,59.0,Male,Central,PhD,Diamond,Month-to-month,2025-04-04,STANDARD,17.0,0.09981999999999999,Bank Transfer,Current,High,No
38235,1,49.0,Male,West,PhD,Bronze,Month-to-month,2024-10-04,STANDARD,35.0,174.12,Bank Transfer,Current,High,No
13409,1,69.0,Female,West,High School,Bronze,3-Year,2025-02-10,Standard,23.0,187.2,Mailed Check,60+,High,Yes
46488,1,69.0,Male  ,West,Diploma, Silver ,3-Year,2023-04-29,Basic,85.0,193.19,Bank Transfer,Current, Low ,Yes
12173,0,49.0,Female,West,PhD,Silver,Two year,2022-05-16,STANDARD,118.0,105.165,PayPal,Current,Low,No
33419,0,47.0,Male,Central,Diploma,Bronze,Month-to-month,2025-09-16,Basic,2.0,$40.91,Crypto,Current,High,No
44159,1,71.0,Female,South,Bachelors,Silver,Month-to-month,2025-03-16,Basic,19.0,157.63,Electronic Check,90+,Low,No
20201,0,56.0,Male,South,Masters,Platinum,Month-to-month,2024-09-17,STANDARD,37.0,159.17,Electronic Check,Current,Medium,Yes
11297,1,71.0,Female,Central,High School,Gold,Month-to-month,2024-12-31,Premium,, 105.165 ,pay pal,Current,Low,Yes
29968,1,57.0,Male,West,High School,Silver,Month-to-month,2025-05-19,Standard,,61.22,Mailed Check,Current,High,No
42407,1,59.0,Female ,North,diploma,Bronze,Two year,2023-10-23,Premium,68.0,€34.57,Bank Transfer,30+,Low,Yes
28741,0,73.0,Female,Central,DIPLOMA,Gold,Two year,2022-10-11,Basic,104.0, 159.97 ,cash,Current,Medium,No
13130,0,33.0,Female,South,Bachelors,Silver,Two year,2023-09-30,Standard,70.0,87.3,Mailed Check,Current,Low,No
7949,0,48.0,Male,Central,Diploma,Diamond,Month-to-month,2022-10-27,Ultra,102.0,62.71,Bank Transfer,60+,Low,Yes
26326,0,37.0,Female,South,Bachelors,Bronze,Month-to-month,2023-01-14,Basic,95.0,182.59,Mailed Check,Current,Medium,No
32499,0,65.0,Female,South,PhD,Bronze,Month-to-month,2023-08-24,Ultra,74.0,78.5,Credit Card,Current,Low,No
40237,0,18.0,Male,South,Diploma,Silver,Month-to-month,2022-07-28,Basic,111.0,93.09,PayPal,Current,Low,No
49045,1,73.0,Female,West,Diploma,Gold,One year,2024-12-28,Ultra,27.0,116.2,Crypto,Current,High,No
33060,0,69.0,Female,West,Diploma,Platinum,Month-to-month,2025-02-05,Premium,23.0,51.82,Credit Card,60+,High,Yes
18438,0,34.0,Male,West,PhD,Silver,3-Year,2025-02-21,Ultra,22.0,62.94,Crypto,Current,Medium,No
14217,0,52.0,Male,Central,Diploma,Silver,Month-to-month,2024-03-24,Premium,54.0,86.00,Mailed Check,Current,High,Yes
759,1,79.0,Male,East,Diploma,Bronze,Month-to-month,2023-11-28,standard,64.0,35.26,Electronic Check,Current,Low,Yes
49501,0,75.0,Male,Central,Bachelors,Bronze,Two year,2023-10-08,Basic,69.0,$105.17,,Current,High,Yes
45622,0,49.0,Female,North,Diploma,Bronze,One year,2025-01-01,Premium,26.0,167.45,Crypto,Current,Medium,Yes
1359,0,40.0,Female,West,High-School,Gold,Two year,2024-04-19,STANDARD,51.0,71.57,Electronic Check,Current,Very High,No
40597,0,52.0,Female ,East,High School,Silver,3-Year,2023-10-07,Ultra,70.0,129.9,cash,60+,Low,No
38348,0,48.0,Female,Central,Diploma,Gold,One year,2025-06-04,STANDARD,12.0,87.45,Electronic Check,Current,High,Yes
14886,0,18.0,Male,West,Diploma,Gold,One year,2024-07-14,Standard,43.0,181.21,Mailed Check,Current,Low,Yes
34528,0,49.0,Female,East,High School,Platinum,3-Year,2024-07-20,Basic,42.0,154.94,,Current,Medium,Yes
8280,1,65.0,Female,,Diploma,Platinum,Month-to-month,2025-05-06,Ultra,14.0,63.47,Mailed Check,90+,High,Yes
34056,1,35.0,Female,,Bachelors,Platinum,One year,2022-09-30,STANDARD,105.0,99.76,Credit Card,Current,High,Yes
14621,0,19.0,MALE,South,Diploma,Silver,Month-to-month,2022-06-13,Premium,116.0,$130.70,Credit Card,30+,Low,Yes
38986,0,37.0,Male,South,High School,Gold,Two year,2022-08-15,Standard,109.0,96.4,Electronic Check,Current,Low,No
42759,1,58.0,Female,EAST,Diploma,Silver,Month-to-month,2023-02-22,Standard,91.0,54.98,Electronic Check,Current,High,No
6716,0,49.0,Male,Central,Masters,Gold,One year,2023-07-21,Basic,77.0,$124.30,Electronic Check,30+,High,Yes
10869,1,48.0,Male,North,High School,Bronze,2 year,2025-04-27,STANDARD,15.0,105.165,Mailed Check,90+,High,No
5722,1,41.0,Male,South,Masters,Silver,2 year,2023-02-16,STANDARD,92.0,170.51,cash,Current,Low,No
155,0,24.0,Female,,Masters,Gold,One year,2025-04-22,Premium,16.0,180.47,cash,Current,High,N
30062,0,41.0,Female,West,High School,Silver,One year,2024-09-03,Premium,38.0,€78.68,Mailed Check,Current,Very High,No
35566,0,31.0, Male ,East,Masters, Platinum ,1-year,2023-02-01,STANDARD,93.0,105.165,Electronic Check,30+, Low,No
17986,1,53.0,Male,North,Bachelors,Platinum,One year,2024-08-28,Basic,39.0,178.65,cash,90+,High,No
11344,0,57.0,Male,West,Bachelors,Silver,Two year,2022-10-18,basic,104.0, 41.52 ,PayPal,Current,High,Yes
43052,0,52.0,Female,Central, PhD ,Silver,One year,2025-01-31,Ultra,24.0,23.27,Mailed Check,30+,Low,Yes
33027,0,25.0,F,South  ,Ph.D.,Bronze,Month-to-month,2023-09-29,Standard,71.0,145.79,cash,Current,Low,Yes
36262,0,52.0,Female,Central,Masters,Bronze,Month-to-month,2023-08-07,Basic,75.0,54.99,,Current,High,Yes
CUST4262,0,70.0,Male,West  ,Bachelors,Platinum,3-Year,2022-09-29,STANDARD,105.0,119.96,Crypto,Current,Low,No
43003,1,59.0,Female,EAST,Bachelors,Silver,Month-to-month,2024-10-23,Standard,33.0,59.49,Crypto,30+,Medium,Yes
3989,1,19.0, Male,North,Diploma,Silver,Month-to-month,2025-04-03,STANDARD,18.0,12.05,Mailed Check,Current,Low,Yes
34927,0,66.0,Female,North,PhD,Gold,3-Year,2024-09-11,Ultra,37.0,148.99,Crypto,Current,Low,Yes
2576,0,35.0,Female,South,Masters,Bronze,Month-to-month,2022-10-03,Standard,105.0,41.54,Electronic Check,Current,Medium,Yes
33287,1,50.0,Male,West,Bachelors,Bronze,2-year,2024-05-14,basic,49.0,172.61,Mailed Check,30+,High,No
20554,1,18.0,Male,Central,PhD,Silver,month-to-month,2024-11-14,Ultra,31.0,188.75,PayPal,Current,Medium,No
1746,1,77.0,Female,East,PhD,Bronze,Month-to-month,2025-02-16,Basic,22.0,119.84,Credit Card,Current,High,1
46442,0,59.0,Male,South,Diploma,Bronze,Month-to-month,2024-12-23,Standard,27.0,82.87,Bank Transfer,Current,High,No
18633,0,72.0,Male,Central,Diploma,Bronze,One year,2023-03-27,STANDARD,88.0, 129.51 ,cash,Current,Low,No
39424,1,49.0,Male,North,Diploma,Gold,3-Year,2022-07-17,Basic,113.0,144.53,Credit Card,60+,Medium,No
36310,0,49.0,Female,South,Masters,Silver,Month-to-month,2024-08-13,Standard,40.0,117.01,cash,Current,High,Yes
20829,0,36.0,Male,South,PhD,Bronze,3-Year,2025-07-09,STANDARD,,66.61,Mailed Check,Current,Low,No
49290,0,23.0,Male,East,High School,Platinum,3-Year,2023-12-25,Basic,62.0,€195.19,cash,Current,Very High,Yes
16911,0,,Female,South,Masters,Bronze,Month-to-month,2024-01-10,Basic,60.0,105.165,PayPal,Current,High,Yes
23385,0,49.0,Male,West,Bachelors,Silver,Two year,2025-08-30,Premium,3.0,133.48,Mailed Check,Current,Medium,Yes
13623,0,32.0,Female,West,Bachelors,Gold,Two year,2025-08-06,Basic,6.0,36.87,Crypto,Current,Low,No
22054,0,19.0,Female,West,Diploma,Silver,One year,2024-05-15,STANDARD,49.0,149.3,Mailed Check,Current,Low,Yes
32505,0,18.0,Female,East,Diploma,Gold,One year,2023-06-18,Basic,80.0,105.165,Electronic Check,60+,High,Yes
9877,0,50.0,Male,South,PhD,Platinum,month-to-month,2022-09-28,premium,106.0,30.69,Bank Transfer,Current,High,No
3060,0,54.0,Male,North,High School,Gold,3-Year,2023-06-19,Premium,80.0,71.77,Electronic Check,Current,Very High,no 
24447,0,27.0,Female,Central,Diploma,Bronze,Two year,2022-08-05,Basic,,103.51,Crypto,Current,High,No
5090,0,43.0,Male,South,PhD,Bronze,Month-to-month,2023-06-19,Basic,80.0, 166.58 ,Crypto,Current,Low,No
44200,1,68.0,Female,North,Diploma,Silver,Two year,2024-09-23,Ultra,36.0,$147.44,Mailed Check,30+,Low,Yes
15179,0,28.0,Male,North,PhD,Gold,One year,2025-09-30,Basic,0.0,142.88,Bank Transfer,Current,Low,No
7918,0,44.0,Male,South,Masters,Bronze,3-Year,2024-02-26,Standard,56.0,11.4,Mailed Check,Current,High,No
21092,0,55.0,Female,South,Diploma,Silver,3-Year,2023-09-11,Ultra,72.0,176.92,electronic check,Current,Low,Yes
25105,0,49.0, Female,East,Masters,Gold,Month-to-month,2024-08-15,Basic,39.0,105.165,Crypto,Current,High,Yes
16003,0,50.0,female,South,Masters,Silver,One year,2024-09-02,Premium,38.0,12.52,PayPal,Current,Very High,No
36023,0,58.0,Male,East,Diploma,Silver,12 months,2025-07-05,Premium,8.0,150.14,Crypto,Current,Low,Yes
37282,0,48.0,Female,West,Masters,Silver,3-Year,2025-06-04,Basic,11.0,53.32,CreditCard,Current,Low,Yes
35568,0,42.0,Female,North,Bachelors,Bronze,3-Year,2022-08-15,Basic,110.0,84.38,Credit Card,Current,Medium,No
21766,0,,Male,South,Diploma,Silver,One year,2023-01-21,STANDARD,95.0,57.04,Crypto,90+,Low,No
24126,0,67.0,Male,East,High School,Silver,Month-to-month,2023-01-20,Standard,95.0,108.18,PayPal,Current,Low,No
46461,0,53.0,Female,West,Masters,Diamond,One year,2025-10-09,STANDARD,0.0,€54.04,Bank Transfer,Current,Medium,YES
35199,0,34.0, Female ,South,Diploma, Bronze ,One year,2023-08-07,STANDARD,76.0,71.95,cash,Current, High,Yes
7996,0,62.0,Male,North,Diploma,Silver,3-Year,2023-05-17,Basic,83.0,0.1169,Bank Transfer,Current,Medium,YES
42579,0,54.0,Male,East,Diploma,Silver,M2M,2019-05-09,Basic,224.5699126,€134.48,PayPal,Current,High,No
13925,0,46.0,Female,North,Masters,Gold,One year,2025-06-12,Basic,11.0,105.165,Bank Transfer,30+,High,Yes
10712,0,22.0,Male,East  ,High School,Silver,Month-to-month,2025-08-17,Standard,4.0,32.54,PayPal,Current,Very High,Yes
28239,0,49.0,Male,East,High School,Gold,Month-to-month,2024-10-30,BASIC,33.0,132.23,Mailed Check,Current,Low,Yes
40519,1,44.0,Female,North,Diploma,Silver,3-Year,2025-04-14,STANDARD,16.0,44.64,pay pal,60+,Medium,No
12816,0,49.0,Male,North,Diploma,Diamond,One year,2023-05-02,STANDARD,85.0,105.165,,Current,Low,Yes
32676,0,74.0,Female,West,Diploma,Silver,Month-to-month,2023-08-17,Ultra,,105.165,Electronic Check,30+,Very High,Yes
1114,1,34.0,Female,West,Diploma,Gold,Month-to-month,2025-09-09,STANDARD,2.0,103.69,Mailed Check,30+,Low,No
23560,0,71.0,Female,East,Diploma,Bronze,One year,2023-06-08,Ultra,81.0,183.99,PayPal,Current,Low,No
36319,0,53.0,MALE,NORTH,Diploma,Silver,One year,2023-11-19,Premium,65.0,159.58,cash,Current,Medium,Yes
27351,1,60.0,Female,West,Diploma,Diamond,Month-to-month,2022-12-01,Standard,99.0,163.31,Mailed Check,Current,High,No
14422,1,50.0,Male,  South,High School,Bronze,Month-to-month,2023-01-10,STANDARD,95.0,163.91,Electronic Check,Current,Very High,Yes
8489,0,20.0,Male,Central,Bachelors,Bronze,3 year,2023-06-02,Basic,82.0,179.63,Credit Card,Current,Very High,Yes
5647,1,20.0,Male,SOUTH,Bachelors,Platinum,3-Year,2024-07-15,STANDARD,43.0,146.11,Bank Transfer,Current,Low,No
23543,1,20.0,Female,South,Diploma,Silver,Month-to-month,2023-03-04,Ultra,90.0,49.78,Mailed Check,Current,Very High,1
11931,0,49.0,Female,East ,Masters,Diamond,One year,2025-05-15,Standard,13.0,150.77,Mailed Check,Current,High,Yes
4537,0,66.0,Male,Central,High School,Silver,Two year,2025-01-08,Basic,25.0,105.165,Bank Transfer,Current,Very High,No
47041,0,40.0,Male,West,PhD,Gold,Two year,2025-09-13,Basic,2.0,155.07,,Current,Medium,1
 17010 ,0,22.0,Female,South,Diploma,Silver,One year,2022-07-13,STANDARD,113.0,126.3,credit card,Current,Low,No
6086,0,44.0,Male,EAST,High-School,Gold,Month-to-month,2023-02-01,Ultra,93.0,76.33,Credit Card,Current,Medium,No
5992,1,21.0,Female,East,Bachelors,Diamond,Month-to-month,2025-05-22,Standard,13.0,147.69,PayPal,60+,Low,No
42972,0,52.0,Male,East,Bachelors,Gold,Month-to-month,2023-12-09,Basic,63.0,105.165,,Current,Low,Yes
30784,0,34.0,Female,Central,HS,Diamond,24 months,2023-02-10,Standard,92.0,134.94,Credit Card,Current,Low,No
49114,0,49.0,Female,Central,Diploma,Bronze,Month-to-month,2025-05-10,Ultra,14.0,48.31,cash,Current,Low,No
17500,0,69.0,Female,West,High School,Silver,3-Year,2024-02-12,Ultra,57.0,121.88,cash,60+,Low,Yes
36362,1,40.0,Male,West,PhD,Diamond,MTM,2022-08-18,Standard,109.0,93.59,Credit Card,Current,High,Yes
12521,0,55.0,Female,West,diploma,Gold,Two year,2025-02-10,Standard,23.0,36.66,Bank Transfer,Current,Medium,Yes
41179,0,28.0,Female,East,Ph.D.,Bronze,3-Year,2024-09-16,STANDARD,36.0,174.67,PayPal,Current,Low,No
39209,0,77.0,Female,South,Bachelors,Gold,Month-to-month,2022-09-01,Basic,108.0,176.82,Credit Card,Current,Medium,yes 
14703,0,34.0,Female,Central,Diploma,Bronze,One year,2024-05-15,Basic,48.0,118.11,Bank Transfer,30+,Low,No
12303,0,28.0,Male,Central,PhD,Bronze,Two year,2023-08-04,Standard,76.0,159.52,,Current,Low,Yes
16165,0,38.0,Male,Central,Bachelors,Gold,Month-to-month,2022-11-18,Premium,100.0,40.44,PayPal,Current,Low,No
31009,1,49.0,Female,East,PhD,Silver,Two year,2024-07-02,Standard,44.0,72.61,Credit Card,Current,Medium,Yes
46936,1,46.0,male,East,Diploma,Bronze,Month-to-month,2025-07-18,Ultra,8.0,197.7,Electronic Check,Current,High,No
42002,0,,Male,SOUTH,Masters,Silver,3-Year,2022-07-26,Standard,111.0,104.63,Bank Transfer,Current,High,Yes
5680,0,49.0,Female,North,PhD,Silver,Month-to-month,2023-08-28,Basic,74.0,$105.17,Electronic Check,Current,Low,Yes
41999,1,57.0,Female,East,Bachelors,Bronze,Month-to-month,2025-03-31,STANDARD,18.0,188.2,Credit Card,Current,High,No
0010341,1,40.0,Female,North,Diploma,Gold,Month-to-month,2022-10-06,Premium,104.0,17.29,Crypto,Current,Very High,Yes
2610,0,79.0,Male,North,Diploma,Diamond,3-Year,2024-09-26,Premium,35.0,119.56,Mailed Check,90+,Very High,Yes
28840,0,73.0,Male,North,Diploma,Bronze,Month-to-month,2023-01-24,premium,94.0,114.19,Electronic Check,Current,Very High,No
43457,0,59.0,Female, North,Diploma,Bronze,3-Year,2024-04-06,Standard,52.0,105.165,Bank Transfer,Current,Low,No
25228,1,61.0,Male,South,High School,Platinum,3-Year,2022-07-01,Premium,114.0,83.79,Credit Card,120+,Medium,Yes
30582,0,24.0,Female,South,High School,Silver,Month-to-month,2024-09-25,Basic,,$78.44,Mailed Check,Current,Low,No
38680,1,21.0,Male,North,Bachelors,Silver,Month-to-month,2025-01-17,Ultra,25.0,188.69,Electronic Check,Current,Low,No
34786,0,28.0,Male,East,Dip,Bronze,Two year,2024-07-08,Premium,43.0,92.51,paypal,Current,Low,No
