"Statistic Label","Year","Partner Region","Trade Flow","Percentage of Turnover Exported","NACE Rev 2 Activity","UNIT","VALUE"
"Value","2020","EU27 countries (from 2020)","Imports","75%+ Turnover Exported","Accommodation and Food and Other Services (I, O to U)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","75%+ Turnover Exported","Information and communication (J)","Euro Thousand","4310.199"
"Value","2020","EU27 countries (from 2020)","Imports","75%+ Turnover Exported","Financial and insurance activities (K)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","75%+ Turnover Exported","Real estate activities (L)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","75%+ Turnover Exported","Professional, scientific and technical activities (M)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","75%+ Turnover Exported","Administrative and support service activities (N)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","75%+ Turnover Exported","Unknown","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","75%+ Turnover Exported","Total Trade in Goods","Euro Thousand","7001019.451"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Agriculture, forestry and fishing (A)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","352146.44"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Mining and quarrying (B)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Industry (B - E)","Euro Thousand","480642.942"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Manufacturing (C)","Euro Thousand","469367.328"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Food products (C10)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Beverages (C11)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Tobacco products (C12)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Textiles (C13)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Wearing apparel (C14)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Leather and related products (C15)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Wood and wood products, except furniture (C16)","Euro Thousand","1006.762"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Paper and paper products (C17)","Euro Thousand","11958.484"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Printing and reproduction of recorded media (C18)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Coke and refined petroleum products (C19)","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Chemicals and chemical products (C20)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Basic pharmaceutical products and preparations (C21)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Rubber and plastic products (C22)","Euro Thousand","26682.206"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Other non-metallic mineral products (C23)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Basic metals (C24)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","25490.056"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Computer, electronic and optical products (C26)","Euro Thousand","1774.833"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Electrical equipment (C27)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Machinery and equipment n.e.c. (C28)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Other transport equipment (C30)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Furniture (C31)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Other manufacturing (C32)","Euro Thousand","30944.954"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Repair and installation of machinery and equipment (C33)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand","2545.076"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Construction (F)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","1199600.646"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Wholesale and retail trade and repair of motor vehicles and motorcycles (G45)","Euro Thousand","16570.011"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Wholesale trade, except of motor vehicles and motorcycles (G46)","Euro Thousand","908756.448"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Retail trade, except of motor vehicles and motorcycles (G47)","Euro Thousand","274274.187"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Transportation and storage (H)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Accommodation and Food and Other Services (I, O to U)","Euro Thousand","40033.118"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Information and communication (J)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Financial and insurance activities (K)","Euro Thousand","110482.851"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Real estate activities (L)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Professional, scientific and technical activities (M)","Euro Thousand","73743.681"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Administrative and support service activities (N)","Euro Thousand","51313.563"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Unknown","Euro Thousand","0"
"Value","2020","EU27 countries (from 2020)","Imports","Turnover Exported - Unknown","Total Trade in Goods","Euro Thousand","2032390.028"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Agriculture, forestry and fishing (A)","Euro Thousand","100938.694"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Agriculture, Forestry & Fishing, Construction and Services, excluding Retail & Wholesale (A, F, H -U)","Euro Thousand","10707040.149"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Mining and quarrying (B)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Industry (B - E)","Euro Thousand","8380906.176"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Manufacturing (C)","Euro Thousand","8275419.069"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Food products (C10)","Euro Thousand","1031724.209"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Beverages (C11)","Euro Thousand","135719.929"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Tobacco products (C12)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Textiles (C13)","Euro Thousand","23254.015"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Wearing apparel (C14)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Leather and related products (C15)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Wood and wood products, except furniture (C16)","Euro Thousand","57073.294"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Paper and paper products (C17)","Euro Thousand","82542.22"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Printing and reproduction of recorded media (C18)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Coke and refined petroleum products (C19)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Chemicals and chemical products (C20)","Euro Thousand","1284646.463"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Basic pharmaceutical products and preparations (C21)","Euro Thousand","3118059.767"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Rubber and plastic products (C22)","Euro Thousand","226894.829"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Other non-metallic mineral products (C23)","Euro Thousand","145289.239"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Basic metals (C24)","Euro Thousand","71489.464"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Fabricated metal products, except machinery and equipment (C25)","Euro Thousand","133512.252"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Computer, electronic and optical products (C26)","Euro Thousand","605270.126"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Electrical equipment (C27)","Euro Thousand","107820.16"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Machinery and equipment n.e.c. (C28)","Euro Thousand","486495.104"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Motor vehicles, trailers and semi-trailers (C29)","Euro Thousand","188547.281"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Other transport equipment (C30)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Furniture (C31)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Other manufacturing (C32)","Euro Thousand","362611.013"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Repair and installation of machinery and equipment (C33)","Euro Thousand","69556.04"
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Electricity, gas, steam and air conditioning supply (D)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Water supply; sewerage, waste management and remediation activities (E)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Construction (F)","Euro Thousand",""
"Value","2020","EU27 countries (from 2020)","Imports","Total Trade of Exporting Enterprises","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Euro Thousand","11928755.495"
